Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
ZNGA,9.53,Call,11.00,08/07/20,36,0.16,0.19,0.21,0.18,636,310,2.05,52.35%,07/02/20
NFLX,476.89,Call,490.00,07/10/20,8,4.20,4.65,5.10,4.47,3286,1609,2.04,33.59%,07/02/20
JPM,92.66,Call,96.00,07/10/20,8,0.56,0.58,0.60,0.56,1166,574,2.03,31.16%,07/02/20
ZM,261.74,Call,290.00,08/21/20,50,9.10,9.5,9.90,9.40,3543,1744,2.03,50.04%,07/02/20
F,6.05,Call,6.50,07/17/20,15,0.09,0.1,0.11,0.10,19100,9419,2.03,52.39%,07/02/20
WBA,41.98,Put,38.00,07/17/20,15,0.36,0.45,0.54,0.36,535,265,2.02,50.78%,07/02/20
MRNA,58.57,Put,48.00,07/17/20,15,1.15,1.33,1.50,1.33,587,291,2.02,114.72%,07/02/20
ZM,261.74,Put,255.00,07/10/20,8,3.50,3.6,3.70,3.65,706,350,2.02,42.60%,07/02/20
TSLA,1208.66,Call,1130.00,07/10/20,8,85.90,87.95,90.00,88.90,1554,770,2.02,53.04%,07/02/20
AMZN,2890.3,Call,2940.00,07/17/20,15,44.00,47.2,50.40,46.00,1732,856,2.02,28.55%,07/02/20
BA,180.81,Put,160.00,07/10/20,8,0.45,0.48,0.50,0.49,2743,1358,2.02,57.63%,07/02/20
CAT,127.72,Call,140.00,07/17/20,15,0.25,0.26,0.26,0.22,3195,1583,2.02,29.47%,07/02/20
SBUX,73.78,Call,76.00,07/10/20,8,0.29,0.32,0.35,0.34,930,465,2,25.08%,07/02/20
NIO,9.38,Put,8.00,08/21/20,50,0.98,1.01,1.03,1.00,4677,2341,2,126.38%,07/02/20
BABA,223.6,Put,202.50,07/10/20,8,0.19,0.27,0.35,0.31,728,365,1.99,42.06%,07/02/20
CHWY,47.08,Call,48.00,07/10/20,8,0.98,1.04,1.09,1.01,770,386,1.99,50.48%,07/02/20
ROKU,128.65,Call,128.00,07/10/20,8,4.35,4.78,5.20,4.54,804,404,1.99,55.25%,07/02/20
AKAM,113.12,Call,115.00,08/21/20,50,4.50,5,5.50,5.30,852,429,1.99,36.23%,07/02/20
MGM,16.86,Put,17.00,07/10/20,8,0.60,0.7,0.80,0.78,1773,891,1.99,71.11%,07/02/20
AMZN,2890.3,Call,3000.00,07/17/20,15,27.00,28.08,29.15,29.15,6388,3213,1.99,29.55%,07/02/20
NFLX,476.89,Call,515.00,07/10/20,8,0.90,1.16,1.42,1.22,1245,629,1.98,38.91%,07/02/20
WORK,30.31,Put,22.00,10/16/20,106,0.63,0.76,0.88,0.76,1280,648,1.98,62.28%,07/02/20
TSLA,1208.66,Call,1600.00,07/10/20,8,1.37,1.51,1.65,1.65,1530,774,1.98,94.62%,07/02/20
CRWD,107.27,Call,104.00,07/17/20,15,6.40,6.9,7.40,6.95,721,366,1.97,59.90%,07/02/20
DAL,27.72,Put,3.00,01/21/22,568,0.15,0.18,0.20,0.16,877,445,1.97,102.84%,07/02/20
V,195.67,Put,190.00,07/10/20,8,0.65,0.83,1.00,0.85,992,503,1.97,24.96%,07/02/20
ROKU,128.65,Call,129.00,07/10/20,8,3.90,4.03,4.15,4.03,1019,518,1.97,55.00%,07/02/20
DAL,27.72,Put,26.00,07/10/20,8,0.44,0.45,0.47,0.46,1402,713,1.97,70.54%,07/02/20
NFLX,476.89,Call,495.00,07/10/20,8,3.20,3.45,3.70,3.30,1535,780,1.97,34.02%,07/02/20
SPCE,16.25,Put,16.00,07/10/20,8,0.43,0.45,0.46,0.45,1839,932,1.97,59.72%,07/02/20
TSLA,1208.66,Call,1800.00,07/10/20,8,0.55,0.56,0.57,0.50,3267,1659,1.97,108.31%,07/02/20
GNUS,3.55,Call,1.00,07/17/20,15,2.35,2.53,2.70,2.55,803,410,1.96,236.92%,07/02/20
DKNG,33.06,Call,34.00,07/10/20,8,1.10,1.15,1.20,1.15,886,452,1.96,79.40%,07/02/20
TWLO,232.35,Call,225.00,07/10/20,8,9.30,10.13,10.95,11.32,513,263,1.95,51.80%,07/02/20
MO,39.4,Put,39.50,07/17/20,15,0.85,0.92,0.99,0.91,602,308,1.95,27.31%,07/02/20
EBAY,54.36,Put,49.00,07/17/20,15,0.16,0.32,0.47,0.23,830,426,1.95,41.83%,07/02/20
NFLX,476.89,Put,470.00,07/10/20,8,5.70,6.05,6.40,6.10,1403,718,1.95,32.89%,07/02/20
CRM,192.53,Call,200.00,07/10/20,8,0.60,0.67,0.74,0.76,1761,902,1.95,27.46%,07/02/20
AMD,52.34,Put,52.00,07/10/20,8,0.96,1.01,1.05,0.97,4383,2247,1.95,36.99%,07/02/20
FDX,155.48,Put,157.50,07/10/20,8,3.15,3.55,3.95,3.79,588,303,1.94,29.12%,07/02/20
ZM,261.74,Call,280.00,07/10/20,8,1.00,1.1,1.20,1.08,1059,546,1.94,40.60%,07/02/20
CGC,16.45,Put,16.00,07/10/20,8,0.31,0.33,0.35,0.33,574,297,1.93,54.97%,07/02/20
CVX,88.31,Put,87.50,08/21/20,50,4.80,5.13,5.45,5.05,866,449,1.93,42.67%,07/02/20
RCL,49.51,Put,50.00,07/10/20,8,2.55,2.63,2.71,2.75,907,469,1.93,85.34%,07/02/20
ROKU,128.65,Call,130.00,07/10/20,8,3.55,3.58,3.60,3.60,14350,7430,1.93,55.30%,07/02/20
TSLA,1208.66,Call,1160.00,07/10/20,8,64.15,66.48,68.80,66.00,556,289,1.92,52.00%,07/02/20
C,50.55,Call,50.00,08/21/20,50,3.45,3.5,3.55,3.48,3899,2026,1.92,42.46%,07/02/20
NGL,3.81,Put,5.00,08/21/20,50,1.40,1.55,1.70,1.57,504,264,1.91,133.46%,07/02/20
BMY,59.14,Call,59.00,07/17/20,15,1.48,1.54,1.59,1.55,570,299,1.91,30.60%,07/02/20
STNG,13.05,Call,14.00,08/21/20,50,1.25,1.3,1.35,1.30,574,300,1.91,86.73%,07/02/20
WYNN,77.32,Put,75.00,07/10/20,8,1.75,2.12,2.48,1.85,708,371,1.91,63.86%,07/02/20
NVDA,384.49,Call,385.00,07/10/20,8,6.80,7.25,7.70,7.05,1526,801,1.91,31.88%,07/02/20
AX,21.15,Put,17.50,08/21/20,50,0.45,0.48,0.50,0.46,3910,2047,1.91,60.12%,07/02/20
IBM,119.7,Call,120.00,07/10/20,8,1.48,1.6,1.71,1.53,914,480,1.9,23.43%,07/02/20
APA,13.26,Put,12.50,07/10/20,8,0.25,0.26,0.27,0.27,915,482,1.9,75.36%,07/02/20
BABA,223.6,Call,255.00,08/21/20,50,1.68,1.84,2.00,1.75,6988,3671,1.9,30.87%,07/02/20
JPM,92.66,Call,98.50,07/10/20,8,0.19,0.22,0.25,0.20,563,300,1.88,31.45%,07/02/20
AMZN,2890.3,Put,2600.00,07/10/20,8,1.81,2.01,2.20,2.08,586,311,1.88,39.11%,07/02/20
PLUG,9.1,Call,11.00,07/10/20,8,0.18,0.2,0.21,0.19,4500,2388,1.88,136.74%,07/02/20
ROKU,128.65,Put,114.00,07/10/20,8,0.25,0.3,0.35,0.31,607,324,1.87,55.57%,07/02/20
DIS,112.18,Call,114.00,07/10/20,8,1.23,1.37,1.51,1.40,1023,547,1.87,32.60%,07/02/20
GE,6.82,Put,7.00,07/24/20,22,0.43,0.45,0.48,0.46,1078,576,1.87,54.21%,07/02/20
MRNA,58.57,Call,68.00,07/10/20,8,0.82,0.94,1.05,1.05,1488,797,1.87,111.94%,07/02/20
CSCO,45.63,Put,35.00,08/21/20,50,0.10,0.17,0.23,0.18,901,484,1.86,46.61%,07/02/20
NVDA,384.49,Call,395.00,07/10/20,8,2.95,3.13,3.30,3.15,1590,853,1.86,31.20%,07/02/20
BE,10.35,Put,10.00,07/17/20,15,0.45,0.55,0.65,0.60,624,338,1.85,93.11%,07/02/20
NFLX,476.89,Call,520.00,07/10/20,8,0.78,1.06,1.33,1.05,918,495,1.85,40.92%,07/02/20
FB,233.42,Put,240.00,08/21/20,50,17.00,17.2,17.40,17.50,2621,1413,1.85,40.81%,07/02/20
COST,305.74,Call,312.50,07/10/20,8,0.00,0.56,1.11,0.75,810,441,1.84,16.23%,07/02/20
GOLD,26.27,Put,26.00,07/10/20,8,0.44,0.46,0.48,0.45,1030,560,1.84,37.49%,07/02/20
CAR,25.92,Call,28.00,07/17/20,15,1.05,1.1,1.15,1.15,1045,568,1.84,92.67%,07/02/20
BABA,223.6,Call,217.50,07/10/20,8,7.25,7.45,7.65,7.25,1754,954,1.84,25.23%,07/02/20
BA,180.81,Call,195.00,07/10/20,8,2.15,2.2,2.25,2.15,5179,2813,1.84,63.89%,07/02/20
UAL,34.14,Call,33.00,07/10/20,8,0.60,1.48,2.35,2.25,792,433,1.83,81.26%,07/02/20
AMZN,2890.3,Put,2800.00,07/17/20,15,30.00,31.75,33.50,32.00,836,458,1.83,29.73%,07/02/20
AAPL,364.11,Put,367.50,07/17/20,15,7.50,8.8,10.10,8.95,918,502,1.83,24.53%,07/02/20
WYNN,77.32,Put,70.00,07/10/20,8,0.61,0.72,0.82,0.72,1218,667,1.83,71.42%,07/02/20
AMZN,2890.3,Call,4000.00,07/10/20,8,0.12,0.15,0.18,0.16,1557,849,1.83,73.93%,07/02/20
FB,233.42,Put,217.50,07/10/20,8,0.77,0.8,0.84,0.81,1666,908,1.83,40.89%,07/02/20
SCPL,15.35,Call,17.50,08/21/20,50,1.00,1.05,1.10,1.10,1668,910,1.83,82.18%,07/02/20
JD,61.39,Call,70.00,08/21/20,50,1.10,1.2,1.29,1.21,1876,1025,1.83,42.81%,07/02/20
DKNG,33.06,Call,35.00,07/10/20,8,0.80,0.83,0.85,0.85,3119,1708,1.83,81.53%,07/02/20
PLUG,9.1,Call,10.00,07/10/20,8,0.32,0.33,0.34,0.33,8772,4795,1.83,122.14%,07/02/20
TSLA,1208.66,Put,490.00,07/17/20,15,0.01,0.38,0.75,0.29,507,278,1.82,166.30%,07/02/20
ABBV,98.88,Call,99.00,07/10/20,8,1.10,1.2,1.30,1.59,545,299,1.82,27.97%,07/02/20
PDD,93,Put,90.00,07/17/20,15,3.30,3.5,3.70,3.35,718,394,1.82,63.86%,07/02/20
LLNW,7.78,Call,9.00,07/17/20,15,0.20,0.23,0.25,0.25,701,387,1.81,102.81%,07/02/20
AAPL,364.11,Put,340.00,07/24/20,22,2.00,2.26,2.53,2.45,1121,620,1.81,30.20%,07/02/20
GS,197.4,Put,185.00,07/10/20,8,0.42,0.49,0.56,0.46,573,318,1.8,34.36%,07/02/20
LYFT,31.82,Call,34.00,07/17/20,15,0.69,0.72,0.74,0.69,834,463,1.8,57.71%,07/02/20
DOCU,190.99,Call,195.00,07/17/20,15,6.50,7.25,8.00,6.85,735,414,1.78,55.52%,07/02/20
PINS,24.11,Call,24.00,07/10/20,8,0.76,0.79,0.83,0.81,1320,743,1.78,52.80%,07/02/20
TSLA,1208.66,Put,1070.00,07/10/20,8,4.80,5.15,5.50,5.45,648,367,1.77,65.47%,07/02/20
SQ,113.39,Call,125.00,07/10/20,8,0.48,0.51,0.53,0.51,985,555,1.77,53.79%,07/02/20
NVDA,384.49,Put,367.50,07/17/20,15,4.05,4.48,4.90,4.67,571,325,1.76,36.99%,07/02/20
HD,248.5,Call,260.00,07/10/20,8,0.18,0.2,0.22,0.21,1094,622,1.76,19.96%,07/02/20
BA,180.81,Call,187.50,07/17/20,15,6.70,6.85,7.00,6.95,1220,692,1.76,66.51%,07/02/20
TER,84.58,Put,82.50,07/17/20,15,1.50,1.95,2.40,1.75,2011,1145,1.76,39.70%,07/02/20
T,30.08,Put,29.50,07/10/20,8,0.37,0.38,0.39,0.40,2511,1430,1.76,37.11%,07/02/20
TSLA,1208.66,Put,1085.00,07/10/20,8,5.80,6.1,6.40,6.35,555,317,1.75,62.60%,07/02/20
BBBY,10.81,Put,8.50,07/17/20,15,0.20,0.23,0.25,0.21,571,326,1.75,122.78%,07/02/20
UPS,114.36,Call,130.00,07/24/20,22,0.26,0.33,0.40,0.33,637,363,1.75,35.26%,07/02/20
RCL,49.51,Put,45.00,07/10/20,8,0.77,0.79,0.81,0.84,739,422,1.75,88.67%,07/02/20
AAL,12.5,Call,13.00,07/31/20,29,1.28,1.36,1.43,1.32,772,442,1.75,108.65%,07/02/20
PCG,9.45,Call,12.00,07/31/20,29,0.25,0.26,0.27,0.28,800,456,1.75,93.61%,07/02/20
CRM,192.53,Call,195.00,07/10/20,8,1.76,2.06,2.35,1.81,831,476,1.75,24.95%,07/02/20
ROKU,128.65,Put,115.00,07/10/20,8,0.32,0.49,0.66,0.37,1130,644,1.75,54.71%,07/02/20
FB,233.42,Put,240.00,07/10/20,8,8.30,8.5,8.70,8.65,1290,736,1.75,33.62%,07/02/20
INO,21.45,Put,20.00,07/10/20,8,1.00,1.18,1.35,1.29,2259,1294,1.75,158.24%,07/02/20
TSM,58.62,Call,60.00,08/21/20,50,1.90,2.02,2.14,2.07,2429,1386,1.75,30.35%,07/02/20
HSBC,24.26,Call,33.00,01/15/21,197,0.15,0.18,0.20,0.17,575,331,1.74,27.42%,07/02/20
MS,47.79,Put,38.00,08/21/20,50,0.39,0.43,0.46,0.42,713,409,1.74,50.76%,07/02/20
INO,21.45,Call,21.00,07/10/20,8,2.00,2.02,2.04,2.00,1150,665,1.73,140.86%,07/02/20
BHC,18.34,Call,19.00,07/10/20,8,0.25,0.26,0.27,0.26,3981,2298,1.73,47.48%,07/02/20
NVDA,384.49,Put,355.00,07/10/20,8,0.52,0.61,0.69,0.66,815,474,1.72,37.19%,07/02/20
PENN,30.93,Call,38.00,08/21/20,50,2.02,2.21,2.39,2.09,1004,584,1.72,95.21%,07/02/20
JPM,92.66,Call,93.50,07/17/20,15,2.68,2.77,2.86,2.72,1411,818,1.72,41.16%,07/02/20
SQ,113.39,Call,155.00,08/21/20,50,0.85,0.88,0.90,0.90,689,402,1.71,57.48%,07/02/20
JD,61.39,Call,65.00,07/10/20,8,0.14,0.19,0.24,0.20,795,466,1.71,33.70%,07/02/20
NFLX,476.89,Call,480.00,07/10/20,8,7.45,8.03,8.60,7.50,2929,1711,1.71,31.51%,07/02/20
NFLX,476.89,Call,525.00,07/10/20,8,0.61,0.77,0.92,0.90,734,433,1.7,42.76%,07/02/20
TSLA,1208.66,Call,1320.00,07/17/20,15,21.60,21.8,22.00,21.74,831,490,1.7,60.68%,07/02/20
CCL,15.88,Put,16.00,07/10/20,8,0.85,0.87,0.89,0.85,2243,1318,1.7,84.11%,07/02/20
TSLA,1208.66,Call,1500.00,07/24/20,22,17.00,17.5,18.00,17.40,551,326,1.69,78.80%,07/02/20
PFE,34.51,Call,35.00,08/07/20,36,0.88,0.97,1.05,0.97,517,308,1.68,27.06%,07/02/20
CHGG,70.2,Put,70.00,07/17/20,15,2.60,2.85,3.10,2.90,653,388,1.68,53.29%,07/02/20
ABT,92.23,Call,92.50,11/20/20,141,6.25,6.48,6.70,6.70,1008,601,1.68,28.85%,07/02/20
AAPL,364.11,Put,332.50,07/10/20,8,0.29,0.62,0.95,0.37,1064,633,1.68,36.79%,07/02/20
PDD,93,Put,75.00,08/21/20,50,2.19,2.39,2.59,2.41,1986,1179,1.68,69.91%,07/02/20
PLUG,9.1,Call,11.50,07/17/20,15,0.28,0.29,0.30,0.29,511,306,1.67,132.47%,07/02/20
SQ,113.39,Put,110.00,07/10/20,8,1.60,1.68,1.76,1.68,4406,2636,1.67,46.94%,07/02/20
COST,305.74,Call,315.00,07/10/20,8,0.40,0.52,0.63,0.45,715,432,1.66,16.86%,07/02/20
CAR,25.92,Call,29.00,07/17/20,15,0.80,0.83,0.85,0.83,850,511,1.66,90.27%,07/02/20
BIIB,265.12,Put,250.00,07/17/20,15,2.75,3.73,4.70,3.22,1054,636,1.66,42.44%,07/02/20
MSFT,206.26,Call,207.50,07/17/20,15,3.45,3.65,3.85,3.58,3231,1950,1.66,24.60%,07/02/20
NIO,9.38,Call,10.00,08/21/20,50,1.60,1.61,1.61,1.60,22690,13699,1.66,133.26%,07/02/20
CSCO,45.63,Put,39.00,08/21/20,50,0.40,0.44,0.47,0.42,776,471,1.65,39.13%,07/02/20
BAC,23.29,Put,23.50,07/10/20,8,0.57,0.59,0.61,0.58,5897,3580,1.65,34.15%,07/02/20
BYND,140.72,Call,143.00,07/10/20,8,4.00,4.1,4.20,4.12,523,319,1.64,61.63%,07/02/20
GS,197.4,Call,210.00,07/10/20,8,0.36,0.38,0.40,0.37,837,511,1.64,30.60%,07/02/20
INO,21.45,Put,14.00,07/10/20,8,0.13,0.15,0.16,0.15,846,515,1.64,194.23%,07/02/20
ZM,261.74,Put,237.50,07/10/20,8,0.60,0.75,0.90,0.77,1028,627,1.64,49.35%,07/02/20
GNUS,3.55,Call,3.00,07/24/20,22,0.85,0.9,0.95,0.90,1047,637,1.64,183.64%,07/02/20
MRNA,58.57,Call,63.00,07/10/20,8,1.86,1.93,2.00,2.00,1078,656,1.64,106.17%,07/02/20
CAR,25.92,Put,16.00,08/21/20,50,0.55,0.65,0.75,0.67,1089,666,1.64,122.96%,07/02/20
NFLX,476.89,Put,465.00,07/10/20,8,4.00,4.4,4.80,4.50,1370,835,1.64,33.47%,07/02/20
MSFT,206.26,Put,205.00,07/17/20,15,3.25,3.63,4.00,3.90,1805,1103,1.64,27.41%,07/02/20
GSX,63.09,Put,45.00,08/21/20,50,5.40,5.7,6.00,5.60,2017,1228,1.64,162.83%,07/02/20
PDD,93,Put,75.00,09/18/20,78,3.35,3.83,4.30,3.50,761,466,1.63,65.83%,07/02/20
NVDA,384.49,Put,365.00,07/10/20,8,1.29,1.47,1.65,1.53,677,419,1.62,34.57%,07/02/20
C,50.55,Call,53.00,07/10/20,8,0.37,0.39,0.41,0.38,1888,1164,1.62,40.35%,07/02/20
NIO,9.38,Call,11.00,08/21/20,50,1.34,1.37,1.40,1.39,3997,2463,1.62,141.12%,07/02/20
ROKU,128.65,Call,135.00,07/17/20,15,3.90,4,4.10,4.04,5126,3169,1.62,63.06%,07/02/20
AGRX,2.83,Call,2.50,07/17/20,15,0.35,0.4,0.45,0.35,525,326,1.61,54.03%,07/02/20
MCD,183.52,Put,185.00,08/21/20,50,7.70,8,8.30,7.62,956,594,1.61,25.94%,07/02/20
BAC,23.29,Call,23.50,07/10/20,8,0.38,0.39,0.40,0.38,5085,3161,1.61,34.35%,07/02/20
TSLA,1208.66,Call,1240.00,07/17/20,15,41.50,42.88,44.25,44.05,577,361,1.6,58.71%,07/02/20
BABA,223.6,Call,232.50,07/17/20,15,2.10,2.28,2.45,2.20,713,445,1.6,29.88%,07/02/20
ZM,261.74,Put,245.00,07/10/20,8,1.30,1.43,1.55,1.40,730,456,1.6,44.85%,07/02/20
WYNN,77.32,Call,80.00,07/10/20,8,1.30,1.5,1.70,1.57,1094,682,1.6,57.97%,07/02/20
NIO,9.38,Call,8.50,07/31/20,29,1.75,1.78,1.80,1.77,1607,1004,1.6,127.80%,07/02/20
UBER,30.68,Call,33.00,07/10/20,8,0.17,0.19,0.20,0.19,2049,1282,1.6,48.82%,07/02/20
TWTR,30.87,Call,35.00,08/21/20,50,1.20,1.21,1.23,1.21,2364,1479,1.6,57.44%,07/02/20
AAPL,364.11,Call,400.00,07/10/20,8,0.12,0.13,0.14,0.14,5866,3676,1.6,31.25%,07/02/20
WORK,30.31,Call,31.00,07/10/20,8,0.58,0.61,0.64,0.62,1064,668,1.59,50.86%,07/02/20
C,50.55,Call,54.00,07/10/20,8,0.22,0.24,0.25,0.25,1382,870,1.59,42.42%,07/02/20
FB,233.42,Call,237.50,07/17/20,15,4.55,4.82,5.10,4.73,1634,1025,1.59,34.21%,07/02/20
JPM,92.66,Call,108.00,07/17/20,15,0.20,0.22,0.23,0.21,636,402,1.58,46.53%,07/02/20
NCLH,15.97,Call,16.00,07/10/20,8,0.77,0.78,0.79,0.78,1003,635,1.58,84.00%,07/02/20
MU,49.83,Call,52.00,07/17/20,15,0.69,0.72,0.74,0.71,1934,1222,1.58,37.68%,07/02/20
AAPL,364.11,Call,395.00,07/10/20,8,0.16,0.18,0.20,0.18,2243,1419,1.58,28.87%,07/02/20
AAPL,364.11,Call,365.00,07/10/20,8,4.45,4.73,5.00,4.70,8161,5166,1.58,23.59%,07/02/20
GNUS,3.55,Call,3.00,07/17/20,15,0.80,0.85,0.90,0.90,20054,12670,1.58,222.59%,07/02/20
NFLX,476.89,Call,540.00,07/10/20,8,0.50,0.58,0.65,0.63,735,468,1.57,48.59%,07/02/20
BYND,140.72,Call,145.00,07/10/20,8,3.40,3.43,3.45,3.45,1043,665,1.57,62.86%,07/02/20
PINS,24.11,Call,25.00,07/10/20,8,0.36,0.39,0.42,0.42,1118,710,1.57,54.04%,07/02/20
UAL,34.14,Call,36.00,07/10/20,8,0.83,0.9,0.97,0.91,1755,1119,1.57,80.92%,07/02/20
AXP,94.33,Call,95.00,08/21/20,50,5.05,5.15,5.25,5.00,3052,1941,1.57,37.54%,07/02/20
BABA,223.6,Put,207.50,07/10/20,8,0.31,0.4,0.48,0.43,545,349,1.56,36.35%,07/02/20
PLUG,9.1,Call,9.00,07/24/20,22,0.97,1.02,1.07,1.01,605,389,1.56,108.12%,07/02/20
NFLX,476.89,Call,550.00,07/10/20,8,0.41,0.51,0.61,0.54,690,442,1.56,52.76%,07/02/20
FB,233.42,Call,237.50,07/24/20,22,5.50,5.93,6.35,6.20,1066,682,1.56,34.67%,07/02/20
SQ,113.39,Call,115.00,07/10/20,8,2.39,2.5,2.60,2.45,1311,840,1.56,47.09%,07/02/20
TWTR,30.87,Call,33.00,07/10/20,8,0.14,0.16,0.17,0.15,1562,1002,1.56,42.47%,07/02/20
ZM,261.74,Call,300.00,07/10/20,8,0.05,0.13,0.20,0.17,619,400,1.55,46.33%,07/02/20
AMAT,61,Call,63.50,07/10/20,8,0.32,0.37,0.42,0.38,989,640,1.55,33.93%,07/02/20
AAL,12.5,Put,12.00,07/10/20,8,0.42,0.43,0.43,0.43,4395,2837,1.55,90.09%,07/02/20
SONO,15.13,Call,17.50,07/17/20,15,0.40,0.43,0.45,0.45,12426,7992,1.55,99.21%,07/02/20
TWTR,30.87,Put,31.00,07/10/20,8,0.77,0.79,0.82,0.80,507,329,1.54,40.42%,07/02/20
JPM,92.66,Call,96.50,07/10/20,8,0.45,0.5,0.55,0.46,542,353,1.54,31.17%,07/02/20
BMY,59.14,Call,60.00,08/21/20,50,2.19,2.42,2.65,2.35,10354,6722,1.54,30.80%,07/02/20
NIO,9.38,Call,9.00,07/17/20,15,1.20,1.21,1.23,1.22,29708,19314,1.54,137.17%,07/02/20
SPCE,16.25,Call,20.00,07/24/20,22,0.35,0.4,0.45,0.35,813,532,1.53,87.96%,07/02/20
AAPL,364.11,Put,355.00,07/10/20,8,1.52,1.81,2.10,1.85,5516,3600,1.53,24.56%,07/02/20
INTC,59.13,Call,65.00,08/21/20,50,0.74,0.77,0.80,0.75,29458,19229,1.53,29.59%,07/02/20
NIO,9.38,Put,8.00,07/31/20,29,0.67,0.71,0.75,0.69,504,332,1.52,130.54%,07/02/20
RAD,17.22,Call,18.00,07/10/20,8,0.40,0.44,0.48,0.45,505,333,1.52,74.72%,07/02/20
TWOU,39.31,Call,45.00,07/17/20,15,0.40,0.53,0.65,0.50,563,371,1.52,67.80%,07/02/20
MO,39.4,Put,38.00,07/17/20,15,0.32,0.39,0.45,0.34,567,373,1.52,27.91%,07/02/20
TEVA,11.35,Call,11.50,07/10/20,8,0.19,0.22,0.24,0.22,1099,723,1.52,42.59%,07/02/20
FB,233.42,Put,227.50,07/17/20,15,3.80,4.03,4.25,4.24,1222,805,1.52,36.75%,07/02/20
MRNA,58.57,Put,60.00,07/10/20,8,4.20,4.45,4.70,4.40,588,389,1.51,104.40%,07/02/20
TSLA,1208.66,Put,995.00,07/10/20,8,2.82,2.96,3.10,3.00,600,398,1.51,81.70%,07/02/20
BA,180.81,Put,182.50,07/17/20,15,10.10,10.27,10.45,10.30,691,457,1.51,64.65%,07/02/20
XOM,44.08,Call,44.50,07/17/20,15,1.12,1.18,1.24,1.15,711,470,1.51,37.37%,07/02/20
CAR,25.92,Call,27.00,07/17/20,15,1.45,1.53,1.60,1.55,732,486,1.51,95.43%,07/02/20
SPOT,271.49,Call,300.00,07/17/20,15,4.10,4.35,4.60,4.30,2001,1328,1.51,61.50%,07/02/20
ERI,41.2,Put,37.00,07/17/20,15,0.45,1.04,1.62,1.25,3151,2088,1.51,91.39%,07/02/20
ZM,261.74,Put,250.00,07/17/20,15,4.90,5.15,5.40,5.20,809,541,1.5,48.58%,07/02/20
PCG,9.45,Call,9.50,08/07/20,36,0.90,0.95,1.00,0.93,1511,1005,1.5,80.14%,07/02/20
EBAY,54.36,Call,60.00,10/16/20,106,1.70,1.88,2.07,1.93,2146,1430,1.5,33.25%,07/02/20
V,195.67,Call,200.00,07/10/20,8,0.80,0.9,1.00,0.93,2531,1685,1.5,21.46%,07/02/20
PCG,9.45,Call,11.00,08/21/20,50,0.50,0.57,0.63,0.52,4606,3074,1.5,74.81%,07/02/20
NCLH,15.97,Put,16.50,07/10/20,8,1.05,1.11,1.17,1.08,998,670,1.49,82.46%,07/02/20
NFLX,476.89,Put,450.00,07/10/20,8,1.48,1.62,1.75,1.55,1253,843,1.49,34.91%,07/02/20
AAL,12.5,Put,11.00,07/10/20,8,0.15,0.16,0.17,0.16,2876,1935,1.49,94.56%,07/02/20
C,50.55,Put,53.50,07/24/20,22,4.15,4.23,4.30,4.25,621,419,1.48,49.88%,07/02/20
INTC,59.13,Call,62.00,07/17/20,15,0.32,0.37,0.41,0.38,920,621,1.48,27.56%,07/02/20
CAR,25.92,Put,25.00,07/17/20,15,1.60,1.65,1.70,1.67,1087,736,1.48,102.43%,07/02/20
DUK,81.84,Call,82.50,07/17/20,15,1.20,1.3,1.40,1.55,1121,757,1.48,27.69%,07/02/20
AMD,52.34,Call,53.00,07/10/20,8,0.82,0.84,0.85,0.82,10561,7141,1.48,35.76%,07/02/20
TSLA,1208.66,Call,1200.00,07/31/20,29,105.00,107.5,110.00,106.40,515,351,1.47,74.99%,07/02/20
ADM,39.56,Put,39.00,07/17/20,15,0.50,0.58,0.65,0.55,516,351,1.47,25.45%,07/02/20
BABA,223.6,Call,230.00,07/24/20,22,3.70,3.98,4.25,3.90,593,403,1.47,29.45%,07/02/20
SHOP,1029.97,Call,1000.00,07/10/20,8,45.00,47.25,49.50,47.90,596,405,1.47,50.71%,07/02/20
QCOM,91.87,Call,93.00,07/10/20,8,0.95,1.09,1.22,1.05,668,453,1.47,28.18%,07/02/20
LULU,304.77,Call,320.00,07/10/20,8,1.49,1.6,1.70,1.72,939,640,1.47,36.62%,07/02/20
TSLA,1208.66,Call,1360.00,07/17/20,15,14.80,15.6,16.40,15.70,1186,806,1.47,62.78%,07/02/20
NIO,9.38,Call,15.00,08/21/20,50,0.80,0.87,0.93,0.80,3008,2044,1.47,156.92%,07/02/20
FRO,6.97,Put,6.00,10/16/20,106,0.60,0.68,0.75,0.65,526,361,1.46,77.97%,07/02/20
WYNN,77.32,Call,90.00,07/10/20,8,0.00,0.22,0.44,0.23,631,433,1.46,67.18%,07/02/20
NVDA,384.49,Put,375.00,07/10/20,8,3.15,3.47,3.80,3.85,738,504,1.46,34.44%,07/02/20
MSFT,206.26,Call,205.00,07/10/20,8,3.35,3.63,3.90,3.45,7019,4807,1.46,22.54%,07/02/20
BBBY,10.81,Call,11.50,07/10/20,8,0.54,0.55,0.57,0.55,598,411,1.45,129.19%,07/02/20
GOOGL,1469.93,Call,1500.00,07/17/20,15,14.20,15.8,17.40,17.19,1107,766,1.45,24.59%,07/02/20
