Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
TCOM,30.63,Call,32.00,09/18/20,21,1.00,1.02,1.03,1.02,4745,1736,2.73,53.54%,08/28/20
ROKU,172.85,Call,165.00,08/28/20,0,6.50,8.35,10.20,7.69,6528,2392,2.73,0.00%,08/28/20
BRK.B,218.55,Put,212.50,09/04/20,7,0.29,0.49,0.68,0.45,1177,433,2.72,19.64%,08/28/20
KODK,6.02,Put,4.00,09/18/20,21,0.25,0.3,0.35,0.35,537,198,2.71,229.49%,08/28/20
FSLY,94.67,Call,98.00,09/04/20,7,3.80,3.85,3.90,3.90,667,246,2.71,101.39%,08/28/20
DAL,31.99,Call,35.00,09/04/20,7,0.31,0.32,0.32,0.32,1995,735,2.71,70.74%,08/28/20
KODK,6.02,Call,6.00,09/04/20,7,0.55,0.63,0.70,0.68,2172,802,2.71,202.19%,08/28/20
SQ,155.93,Call,157.50,09/04/20,7,3.70,3.78,3.85,3.85,2426,895,2.71,52.82%,08/28/20
WYNN,91.55,Put,80.00,09/04/20,7,0.30,0.33,0.37,0.31,840,311,2.7,70.12%,08/28/20
EVH,13.65,Call,15.00,09/18/20,21,0.40,0.55,0.70,0.45,998,370,2.7,71.39%,08/28/20
WYNN,91.55,Call,89.00,08/28/20,0,2.29,2.57,2.85,2.52,992,369,2.69,0.00%,08/28/20
V,215.71,Put,185.00,03/19/21,203,6.95,7.25,7.55,7.55,1002,372,2.69,33.17%,08/28/20
CGC,16.9,Call,18.00,09/04/20,7,0.12,0.14,0.15,0.14,1299,483,2.69,53.09%,08/28/20
LYFT,30.77,Call,35.00,09/11/20,14,0.08,0.18,0.27,0.20,517,193,2.68,54.84%,08/28/20
AMZN,3401.8,Call,3600.00,09/11/20,14,29.00,30,31.00,29.97,727,271,2.68,36.03%,08/28/20
CRWD,118.64,Call,118.00,09/04/20,7,7.05,7.25,7.45,7.22,924,345,2.68,105.32%,08/28/20
TSLA,2211.84,Put,2250.00,09/04/20,7,133.00,140.25,147.50,140.00,1264,472,2.68,98.64%,08/28/20
NVDA,525.91,Call,515.00,09/04/20,7,19.40,19.6,19.80,19.61,4584,1711,2.68,46.47%,08/28/20
LVS,52.16,Call,56.00,09/18/20,21,1.21,1.28,1.35,1.27,627,235,2.67,53.44%,08/28/20
WMT,140.3,Call,165.00,09/04/20,7,0.28,0.29,0.30,0.28,917,344,2.67,69.52%,08/28/20
DOCU,215.24,Call,225.00,09/04/20,7,9.50,9.73,9.95,9.75,941,352,2.67,115.85%,08/28/20
MSFT,228.91,Call,285.00,09/04/20,7,0.17,0.27,0.36,0.32,1112,418,2.66,82.97%,08/28/20
GFI,13.39,Call,7.00,01/21/22,511,6.90,7.35,7.80,7.14,1278,481,2.66,59.88%,08/28/20
ULTA,237.02,Call,235.00,08/28/20,0,1.00,2.35,3.70,2.56,1519,570,2.66,0.00%,08/28/20
MS,52.89,Put,45.00,11/20/20,84,1.02,1.11,1.20,1.19,1822,684,2.66,42.80%,08/28/20
OKTA,207.98,Put,195.00,09/04/20,7,1.80,1.95,2.10,1.97,614,232,2.65,58.58%,08/28/20
CCL,17.21,Call,19.00,09/11/20,14,0.51,0.54,0.57,0.52,846,319,2.65,85.49%,08/28/20
OKTA,207.98,Put,207.50,08/28/20,0,0.01,0.25,0.49,0.25,1196,451,2.65,0.00%,08/28/20
CCL,17.21,Call,17.00,09/18/20,21,1.53,1.56,1.59,1.59,2389,902,2.65,90.32%,08/28/20
TSLA,2211.84,Call,3000.00,09/04/20,7,10.85,10.95,11.05,11.00,6256,2364,2.65,136.15%,08/28/20
ABT,110.79,Put,111.00,08/28/20,0,0.15,1.26,2.36,0.35,653,247,2.64,0.00%,08/28/20
DIS,135.54,Put,136.00,09/04/20,7,2.24,2.4,2.55,2.40,599,228,2.63,29.11%,08/28/20
PINS,35.34,Call,30.00,10/16/20,49,6.35,6.4,6.45,6.30,943,359,2.63,59.19%,08/28/20
INTC,50.43,Call,51.50,09/04/20,7,0.40,0.42,0.44,0.40,3195,1216,2.63,29.20%,08/28/20
CRM,271.1,Call,265.00,08/28/20,0,5.25,5.9,6.55,6.15,4640,1768,2.62,0.00%,08/28/20
LYFT,30.77,Call,31.00,09/04/20,7,0.75,0.78,0.80,0.75,835,320,2.61,50.18%,08/28/20
CSIQ,32.52,Call,35.00,10/16/20,49,1.65,1.78,1.90,1.77,925,354,2.61,57.17%,08/28/20
TSLA,2211.84,Call,2230.00,09/04/20,7,110.00,114.53,119.05,111.00,1785,684,2.61,96.63%,08/28/20
CGC,16.9,Call,17.50,09/04/20,7,0.24,0.25,0.26,0.25,2005,769,2.61,51.72%,08/28/20
V,215.71,Call,220.00,09/04/20,7,1.43,1.46,1.49,1.48,4496,1720,2.61,26.20%,08/28/20
DIS,135.54,Call,136.00,09/04/20,7,1.90,1.97,2.05,2.00,6930,2654,2.61,29.39%,08/28/20
TSLA,2211.84,Put,2080.00,09/04/20,7,57.70,61.35,65.00,60.00,587,226,2.6,97.06%,08/28/20
AAPL,499.23,Call,670.00,09/04/20,7,0.25,0.28,0.30,0.28,1666,643,2.59,92.71%,08/28/20
WMT,140.3,Call,142.00,09/18/20,21,3.70,3.8,3.90,3.80,2503,965,2.59,33.67%,08/28/20
WKHS,16.39,Put,15.00,09/18/20,21,1.30,1.35,1.40,1.30,3056,1181,2.59,128.52%,08/28/20
AAPL,499.23,Put,465.00,09/04/20,7,2.35,2.43,2.51,2.44,4694,1812,2.59,48.82%,08/28/20
AAPL,499.23,Put,505.00,09/04/20,7,15.65,16.03,16.40,15.87,6754,2603,2.59,46.39%,08/28/20
ROKU,172.85,Call,245.00,09/11/20,14,0.37,0.5,0.62,0.44,514,199,2.58,94.50%,08/28/20
WYNN,91.55,Put,85.00,09/04/20,7,0.97,1.09,1.20,1.08,526,204,2.58,69.87%,08/28/20
BYND,131.02,Call,132.00,09/04/20,7,3.55,3.78,4.00,3.85,718,278,2.58,59.27%,08/28/20
NVDA,525.91,Call,550.00,09/11/20,14,10.10,10.27,10.45,10.45,1200,465,2.58,47.96%,08/28/20
HPQ,19.85,Call,20.00,09/04/20,7,0.35,0.36,0.36,0.36,3539,1373,2.58,38.91%,08/28/20
WMT,140.3,Call,150.00,09/04/20,7,0.84,0.86,0.87,0.87,7655,2972,2.58,49.40%,08/28/20
W,310.94,Put,317.50,08/28/20,0,5.40,6.75,8.10,6.10,686,267,2.57,0.00%,08/28/20
TSLA,2211.84,Call,3600.00,09/04/20,7,3.10,3.15,3.20,3.15,684,267,2.56,160.31%,08/28/20
BABA,289,Put,270.00,12/18/20,112,20.25,20.93,21.60,20.67,934,365,2.56,48.37%,08/28/20
AMGN,253.12,Call,250.00,09/04/20,7,3.65,5.73,7.80,5.60,644,253,2.55,27.29%,08/28/20
VLO,54.89,Put,40.00,01/21/22,511,5.55,6.05,6.55,5.55,700,275,2.55,54.52%,08/28/20
PTON,75.96,Call,105.00,10/16/20,49,2.55,2.67,2.79,2.62,676,266,2.54,90.93%,08/28/20
FB,293.66,Call,370.00,11/20/20,84,6.90,7.15,7.40,7.15,798,314,2.54,49.85%,08/28/20
IBM,125.07,Call,130.00,09/11/20,14,0.72,0.76,0.80,0.75,1515,597,2.54,24.59%,08/28/20
APA,15.05,Call,15.00,09/04/20,7,0.50,0.55,0.61,0.55,1135,448,2.53,62.96%,08/28/20
TSLA,2211.84,Call,2235.00,09/04/20,7,102.70,109.9,117.10,110.80,1474,583,2.53,98.30%,08/28/20
MRVL,38.25,Put,36.00,09/04/20,7,0.10,0.15,0.19,0.17,671,266,2.52,42.49%,08/28/20
WMT,140.3,Call,150.00,09/25/20,28,1.88,1.97,2.07,1.98,966,383,2.52,34.18%,08/28/20
ORCL,57.88,Call,62.00,09/04/20,7,0.27,0.34,0.41,0.37,986,392,2.52,50.84%,08/28/20
FSLY,94.67,Call,95.00,10/16/20,49,12.40,12.75,13.10,12.70,1578,626,2.52,92.64%,08/28/20
AMZN,3401.8,Call,3450.00,09/04/20,7,41.00,42,43.00,42.00,1923,763,2.52,33.19%,08/28/20
MRVL,38.25,Call,38.50,09/04/20,7,0.76,0.79,0.82,0.76,709,282,2.51,41.25%,08/28/20
MA,366.12,Put,345.00,11/20/20,84,13.50,13.98,14.45,13.89,884,352,2.51,34.46%,08/28/20
ROKU,172.85,Call,175.00,09/18/20,21,10.25,10.9,11.55,10.35,2538,1013,2.51,68.13%,08/28/20
GOGO,5,Call,7.00,09/18/20,21,0.20,0.23,0.25,0.25,1466,586,2.5,163.63%,08/28/20
ABT,110.79,Call,110.00,08/28/20,0,0.22,2.11,4.00,1.00,1542,618,2.5,0.00%,08/28/20
BABA,289,Call,315.00,09/04/20,7,1.34,1.36,1.37,1.35,4082,1636,2.5,53.35%,08/28/20
AMZN,3401.8,Call,3400.00,08/28/20,0,1.07,2.04,3.00,1.07,10800,4315,2.5,0.00%,08/28/20
TJX,55.09,Call,55.00,09/04/20,7,1.05,1.08,1.10,1.10,586,235,2.49,34.41%,08/28/20
PTON,75.96,Call,73.50,09/04/20,7,4.10,4.23,4.35,4.37,654,263,2.49,71.88%,08/28/20
NVDA,525.91,Put,500.00,09/04/20,7,4.05,4.2,4.35,4.21,2423,972,2.49,47.29%,08/28/20
AMD,85.55,Call,86.50,09/04/20,7,1.78,1.81,1.83,1.84,2946,1181,2.49,47.83%,08/28/20
WYNN,91.55,Call,91.00,09/04/20,7,3.45,3.73,4.00,3.89,758,306,2.48,71.32%,08/28/20
KO,49.83,Call,51.00,09/04/20,7,0.22,0.23,0.23,0.23,1047,423,2.48,23.38%,08/28/20
BABA,289,Put,275.00,09/04/20,7,2.33,2.45,2.56,2.50,1956,788,2.48,48.42%,08/28/20
AAPL,499.23,Call,560.00,09/11/20,14,3.70,3.8,3.90,3.80,1975,795,2.48,53.20%,08/28/20
PFE,37.91,Call,38.50,09/18/20,21,0.62,0.66,0.69,0.69,2300,933,2.47,25.79%,08/28/20
NIO,18.5,Call,21.00,01/15/21,140,4.35,4.45,4.55,4.50,3157,1280,2.47,118.02%,08/28/20
AAPL,499.23,Call,505.00,09/04/20,7,10.20,10.27,10.35,10.27,19491,7892,2.47,46.47%,08/28/20
LYFT,30.77,Put,29.50,09/04/20,7,0.35,0.39,0.42,0.41,531,216,2.46,54.69%,08/28/20
BHR,2.52,Put,2.50,04/16/21,231,0.85,0.95,1.05,1.00,622,253,2.46,135.12%,08/28/20
AMZN,3401.8,Put,2920.00,09/18/20,21,10.30,10.88,11.45,10.98,873,355,2.46,44.20%,08/28/20
ABT,110.79,Call,113.00,09/18/20,21,1.87,2.32,2.77,2.30,1254,509,2.46,30.35%,08/28/20
BBBY,12.09,Call,12.50,09/04/20,7,0.29,0.3,0.30,0.30,1632,664,2.46,70.09%,08/28/20
MSFT,228.91,Call,227.50,08/28/20,0,1.22,1.46,1.69,1.50,22459,9133,2.46,0.00%,08/28/20
VZ,59.26,Put,58.00,09/18/20,21,0.42,0.44,0.47,0.51,605,247,2.45,18.48%,08/28/20
BYND,131.02,Put,131.00,08/28/20,0,0.00,0.21,0.42,0.27,1272,519,2.45,0.00%,08/28/20
LVS,52.16,Call,54.00,09/04/20,7,0.78,0.84,0.89,0.84,962,395,2.44,54.19%,08/28/20
JWN,15.68,Call,16.50,09/04/20,7,0.30,0.31,0.32,0.32,976,400,2.44,72.91%,08/28/20
MU,45.69,Call,46.00,09/18/20,21,1.68,1.71,1.73,1.72,1480,607,2.44,42.25%,08/28/20
NFLX,523.89,Call,530.00,09/04/20,7,10.70,11.1,11.50,11.25,2034,834,2.44,48.20%,08/28/20
TSLA,2211.84,Call,2250.00,09/11/20,14,138.40,145.3,152.20,146.00,534,220,2.43,93.49%,08/28/20
SNAP,22.31,Put,21.00,09/11/20,14,0.35,0.41,0.47,0.40,594,244,2.43,54.01%,08/28/20
MRNA,67.49,Call,68.00,09/04/20,7,2.20,2.48,2.75,2.33,764,314,2.43,68.64%,08/28/20
LVS,52.16,Call,55.00,09/04/20,7,0.54,0.57,0.59,0.57,1301,536,2.43,54.13%,08/28/20
IQ,21.43,Call,20.00,08/28/20,0,1.39,1.44,1.48,1.40,2351,968,2.43,0.00%,08/28/20
AMAT,63.07,Put,62.00,09/18/20,21,1.75,1.78,1.80,1.78,658,272,2.42,38.44%,08/28/20
AMZN,3401.8,Call,3500.00,09/11/20,14,52.50,53.8,55.10,55.10,1063,440,2.42,35.47%,08/28/20
MA,366.12,Call,380.00,09/18/20,21,4.30,4.53,4.75,4.39,676,281,2.41,27.18%,08/28/20
TSLA,2211.84,Put,2155.00,08/28/20,0,0.00,0.1,0.20,0.11,2099,872,2.41,0.00%,08/28/20
NKLA,41.35,Call,45.00,09/04/20,7,0.90,0.98,1.05,0.90,3212,1334,2.41,95.30%,08/28/20
UPS,162.36,Call,167.50,09/04/20,7,0.85,0.9,0.95,0.87,1141,475,2.4,29.43%,08/28/20
NIO,18.5,Put,17.00,01/21/22,511,7.30,7.55,7.80,7.75,2002,835,2.4,112.05%,08/28/20
BABA,289,Call,310.00,09/04/20,7,1.86,1.9,1.94,1.93,4286,1788,2.4,52.29%,08/28/20
WYNN,91.55,Call,105.00,12/18/20,112,8.35,9.02,9.70,8.37,546,228,2.39,64.60%,08/28/20
NVDA,525.91,Call,515.00,09/11/20,14,24.05,24.73,25.40,24.40,892,373,2.39,44.91%,08/28/20
SNAP,22.31,Call,21.50,09/04/20,7,1.14,1.16,1.18,1.14,2870,1201,2.39,53.92%,08/28/20
WDAY,243.88,Call,300.00,01/15/21,140,8.80,9.3,9.80,9.69,546,229,2.38,43.82%,08/28/20
AMAT,63.07,Put,63.50,09/04/20,7,1.30,1.42,1.53,1.46,607,255,2.38,35.57%,08/28/20
GS,207.71,Put,200.00,01/21/22,511,28.85,29.43,30.00,28.40,1002,421,2.38,36.01%,08/28/20
WORK,31.91,Call,32.50,09/18/20,21,2.50,2.58,2.65,2.63,537,227,2.37,94.42%,08/28/20
TSLA,2211.84,Call,2300.00,09/11/20,14,122.25,127.88,133.50,127.00,1002,423,2.37,94.25%,08/28/20
MSFT,228.91,Call,270.00,09/04/20,7,0.37,0.41,0.45,0.44,3470,1463,2.37,69.99%,08/28/20
BABA,289,Call,290.00,09/04/20,7,7.25,7.3,7.35,7.31,5982,2523,2.37,48.53%,08/28/20
FB,293.66,Call,290.00,08/28/20,0,3.30,3.73,4.15,3.50,8913,3764,2.37,0.00%,08/28/20
INTC,50.43,Call,50.50,09/11/20,14,1.08,1.12,1.15,1.09,1415,600,2.36,28.17%,08/28/20
TSLA,2211.84,Call,2900.00,09/04/20,7,13.50,13.75,14.00,13.75,1616,685,2.36,130.76%,08/28/20
FB,293.66,Call,315.00,09/04/20,7,1.64,1.65,1.67,1.64,3735,1582,2.36,49.16%,08/28/20
AMD,85.55,Call,87.00,09/04/20,7,1.60,1.63,1.66,1.63,5069,2147,2.36,47.67%,08/28/20
DIS,135.54,Put,133.00,09/04/20,7,0.95,1.09,1.23,1.09,689,293,2.35,28.81%,08/28/20
HIBB,32.45,Call,35.00,09/18/20,21,1.00,1.2,1.40,1.01,819,348,2.35,62.87%,08/28/20
KO,49.83,Call,49.50,09/11/20,14,0.96,1,1.04,1.00,850,362,2.35,20.83%,08/28/20
PLAY,17.54,Call,22.50,10/16/20,49,1.15,1.35,1.55,1.32,970,413,2.35,110.56%,08/28/20
GILD,65.26,Call,66.00,09/04/20,7,0.52,0.54,0.57,0.55,1617,689,2.35,23.80%,08/28/20
COF,71.13,Call,80.00,10/16/20,49,1.98,2.09,2.20,2.02,2048,872,2.35,47.86%,08/28/20
AMZN,3401.8,Call,3620.00,09/18/20,21,46.35,48.25,50.15,47.75,511,218,2.34,37.97%,08/28/20
TWTR,41.07,Put,40.50,09/04/20,7,0.68,0.7,0.72,0.71,772,330,2.34,43.21%,08/28/20
QCOM,118.2,Call,118.00,09/04/20,7,1.99,2.06,2.13,2.09,1442,617,2.34,30.21%,08/28/20
SDC,7.54,Call,8.00,04/16/21,231,1.66,1.81,1.96,1.69,663,285,2.33,77.66%,08/28/20
CHWY,59.73,Call,60.50,09/04/20,7,1.59,1.64,1.69,1.63,776,333,2.33,59.75%,08/28/20
V,215.71,Put,190.00,10/16/20,49,1.93,2.05,2.16,1.99,882,378,2.33,34.17%,08/28/20
OPK,3.34,Call,3.00,03/19/21,203,1.07,1.59,2.11,1.04,581,250,2.32,91.80%,08/28/20
WDC,37.84,Call,35.00,11/20/20,84,5.15,5.23,5.30,5.23,642,277,2.32,51.23%,08/28/20
QCOM,118.2,Call,121.00,09/04/20,7,0.98,1.02,1.05,1.03,667,288,2.32,32.30%,08/28/20
QCOM,118.2,Call,118.00,08/28/20,0,0.06,0.17,0.28,0.28,2563,1107,2.32,0.00%,08/28/20
WDC,37.84,Call,37.00,08/28/20,0,0.75,0.82,0.89,0.83,2590,1118,2.32,0.00%,08/28/20
TGT,150.85,Put,149.00,09/04/20,7,0.82,1.04,1.26,1.15,563,244,2.31,23.58%,08/28/20
ROKU,172.85,Call,170.00,09/11/20,14,9.85,10.43,11.00,10.55,763,331,2.31,67.26%,08/28/20
AMZN,3401.8,Call,3410.00,09/04/20,7,55.60,57.8,60.00,57.75,972,420,2.31,32.58%,08/28/20
INTC,50.43,Call,51.50,09/11/20,14,0.64,0.69,0.73,0.71,1327,574,2.31,29.05%,08/28/20
OKTA,207.98,Call,250.00,09/18/20,21,1.33,1.38,1.43,1.47,2134,923,2.31,58.85%,08/28/20
CCL,17.21,Call,17.00,09/04/20,7,0.88,0.9,0.92,0.91,6948,3007,2.31,84.50%,08/28/20
AAPL,499.23,Put,500.00,09/04/20,7,13.20,13.3,13.40,12.90,17761,7702,2.31,45.61%,08/28/20
AIG,29.37,Put,28.00,09/04/20,7,0.20,0.22,0.24,0.22,902,392,2.3,44.50%,08/28/20
AMZN,3401.8,Call,3480.00,08/28/20,0,0.00,0.05,0.09,0.10,3510,1524,2.3,0.00%,08/28/20
HD,286.29,Call,310.00,09/18/20,21,0.75,0.78,0.81,0.83,4721,2049,2.3,25.31%,08/28/20
AMZN,3401.8,Call,3460.00,09/04/20,7,36.35,37.8,39.25,36.40,515,225,2.29,32.06%,08/28/20
ROKU,172.85,Put,152.50,09/04/20,7,0.90,1.11,1.31,1.10,760,332,2.29,78.84%,08/28/20
WMT,140.3,Put,136.00,09/04/20,7,1.12,1.19,1.25,1.21,1090,475,2.29,37.66%,08/28/20
NKE,112.29,Call,114.00,09/04/20,7,0.84,0.9,0.96,0.96,519,228,2.28,26.66%,08/28/20
JBLU,11.97,Call,15.00,10/16/20,49,0.37,0.39,0.40,0.37,619,272,2.28,70.66%,08/28/20
OSTK,96.93,Call,110.00,09/04/20,7,2.95,3.03,3.10,2.90,813,357,2.28,135.68%,08/28/20
SQ,155.93,Put,155.00,09/04/20,7,3.85,3.97,4.10,4.00,999,438,2.28,52.07%,08/28/20
TSLA,2211.84,Call,2190.00,08/28/20,0,20.00,23.15,26.30,25.00,2398,1050,2.28,0.00%,08/28/20
MAC,8.09,Call,11.00,10/16/20,49,0.35,0.38,0.40,0.39,3945,1728,2.28,100.26%,08/28/20
INTC,50.43,Call,50.50,09/18/20,21,1.30,1.35,1.40,1.37,1078,475,2.27,28.65%,08/28/20
TSLA,2211.84,Put,2300.00,09/04/20,7,169.35,174.43,179.50,174.20,1120,493,2.27,101.97%,08/28/20
WORK,31.91,Call,40.00,09/25/20,28,0.91,0.96,1.00,0.94,1464,645,2.27,92.03%,08/28/20
ZM,299.27,Call,305.00,09/04/20,7,16.00,16.15,16.30,16.24,1640,721,2.27,113.52%,08/28/20
WMT,140.3,Call,145.00,09/11/20,14,2.33,2.37,2.40,2.30,1845,811,2.27,37.81%,08/28/20
CRM,271.1,Put,257.50,09/04/20,7,1.71,1.9,2.09,2.29,500,221,2.26,48.92%,08/28/20
TWTR,41.07,Put,41.00,09/04/20,7,0.91,0.94,0.97,0.94,686,303,2.26,43.26%,08/28/20
BBBY,12.09,Call,12.00,09/04/20,7,0.47,0.51,0.54,0.51,732,324,2.26,69.42%,08/28/20
WYNN,91.55,Put,85.00,10/16/20,49,5.50,5.8,6.10,5.87,835,369,2.26,68.69%,08/28/20
DIS,135.54,Call,138.00,09/11/20,14,2.03,2.21,2.39,2.24,1150,509,2.26,30.84%,08/28/20
CCL,17.21,Call,17.00,09/11/20,14,1.20,1.21,1.23,1.22,1593,706,2.26,82.92%,08/28/20
MU,45.69,Call,45.50,09/04/20,7,1.11,1.13,1.15,1.13,3093,1370,2.26,40.71%,08/28/20
OKTA,207.98,Put,212.50,08/28/20,0,3.65,4.65,5.65,4.13,759,337,2.25,0.00%,08/28/20
MGM,23.86,Call,25.00,09/11/20,14,0.80,0.83,0.86,0.82,1290,573,2.25,68.52%,08/28/20
AMD,85.55,Put,85.00,11/20/20,84,9.75,9.88,10.00,9.94,1491,663,2.25,63.83%,08/28/20
AMZN,3401.8,Call,3390.00,08/28/20,0,7.50,11.3,15.10,9.20,3610,1601,2.25,0.00%,08/28/20
TWTR,41.07,Call,40.50,08/28/20,0,0.54,0.58,0.62,0.58,3722,1657,2.25,0.00%,08/28/20
SQ,155.93,Put,150.00,09/11/20,14,3.65,3.78,3.90,3.80,567,253,2.24,53.27%,08/28/20
ATVI,83.21,Put,82.00,09/04/20,7,0.90,1,1.10,0.94,578,258,2.24,32.34%,08/28/20
UA,9.14,Call,9.50,09/04/20,7,0.10,0.15,0.20,0.13,754,337,2.24,52.88%,08/28/20
FB,293.66,Put,287.50,09/04/20,7,4.65,4.75,4.85,4.74,980,437,2.24,46.42%,08/28/20
PFS,13.4,Put,12.50,10/16/20,49,0.40,0.58,0.75,0.50,1003,448,2.24,46.98%,08/28/20
DDD,5.41,Put,5.00,06/18/21,294,1.05,1.1,1.15,1.22,1142,510,2.24,79.61%,08/28/20
VMW,146.09,Call,146.00,09/18/20,21,5.40,5.65,5.90,5.70,1222,545,2.24,40.04%,08/28/20
NIO,18.5,Put,19.00,09/11/20,14,1.86,1.92,1.98,1.95,1874,835,2.24,115.95%,08/28/20
GOLD,29.2,Put,27.00,01/21/22,511,4.50,4.65,4.80,4.75,2367,1056,2.24,46.57%,08/28/20
BA,175.8,Call,180.00,09/04/20,7,3.50,3.53,3.55,3.55,13332,5943,2.24,54.67%,08/28/20
PCH,47.03,Call,50.00,09/18/20,21,0.15,0.18,0.20,0.20,561,252,2.23,23.56%,08/28/20
UAL,37.34,Call,43.00,09/04/20,7,0.28,0.3,0.32,0.28,630,283,2.23,86.27%,08/28/20
FCX,15.65,Call,16.00,09/11/20,14,0.42,0.43,0.44,0.44,668,299,2.23,48.15%,08/28/20
ULTA,237.02,Call,240.00,09/18/20,21,8.90,9.3,9.70,9.30,760,341,2.23,46.61%,08/28/20
NIO,18.5,Call,26.00,10/16/20,49,1.32,1.34,1.36,1.34,993,445,2.23,125.75%,08/28/20
PAGS,44.21,Put,42.50,09/18/20,21,1.35,1.45,1.55,1.40,681,307,2.22,52.18%,08/28/20
FB,293.66,Put,277.50,09/04/20,7,1.95,2.01,2.07,2.05,1214,546,2.22,47.87%,08/28/20
XOM,40.69,Put,37.50,11/20/20,84,1.61,1.69,1.76,1.63,1465,661,2.22,40.29%,08/28/20
WKHS,16.39,Call,15.00,09/04/20,7,1.90,2.1,2.30,2.05,589,267,2.21,142.08%,08/28/20
VMC,122.89,Put,110.00,09/18/20,21,0.60,0.7,0.80,0.70,738,334,2.21,40.48%,08/28/20
WORK,31.91,Call,32.50,09/04/20,7,0.75,0.78,0.82,0.76,1375,621,2.21,57.59%,08/28/20
INO,12.06,Call,14.00,09/11/20,14,0.65,0.69,0.72,0.66,508,231,2.2,140.42%,08/28/20
ILMN,354,Call,400.00,09/18/20,21,0.65,0.7,0.75,0.68,909,414,2.2,31.78%,08/28/20
HPQ,19.85,Call,19.50,09/04/20,7,0.60,0.63,0.66,0.63,1245,567,2.2,39.47%,08/28/20
BA,175.8,Put,172.50,09/04/20,7,3.20,3.3,3.40,3.25,1246,567,2.2,49.26%,08/28/20
SNAP,22.31,Call,24.00,09/11/20,14,0.31,0.32,0.32,0.31,20046,9116,2.2,50.56%,08/28/20
EBAY,54.27,Call,20.00,01/15/21,140,34.05,34.3,34.55,34.34,608,278,2.19,0.00%,08/28/20
ETSY,119.66,Call,120.00,09/25/20,28,7.15,7.3,7.45,7.45,734,335,2.19,57.11%,08/28/20
AAPL,499.23,Put,510.00,09/04/20,7,18.90,19.23,19.55,19.50,2182,995,2.19,48.55%,08/28/20
PLAY,17.54,Call,15.50,09/04/20,7,2.20,2.33,2.45,2.25,2692,1230,2.19,95.72%,08/28/20
TSLA,2211.84,Call,3400.00,09/04/20,7,4.40,4.45,4.50,4.50,946,434,2.18,152.40%,08/28/20
GS,207.71,Put,207.50,08/28/20,0,0.05,0.21,0.36,0.39,1414,649,2.18,0.00%,08/28/20
AAL,13.59,Put,13.50,09/18/20,21,1.08,1.09,1.10,1.08,2542,1165,2.18,87.39%,08/28/20
PRTY,2.9,Call,2.50,09/18/20,21,0.65,0.68,0.70,0.67,6288,2878,2.18,171.88%,08/28/20
INO,12.06,Call,12.00,10/16/20,49,1.78,2.42,3.05,2.55,726,335,2.17,144.41%,08/28/20
DKNG,36.32,Put,34.00,09/04/20,7,0.65,0.7,0.75,0.65,743,343,2.17,79.52%,08/28/20
DIS,135.54,Call,155.00,09/04/20,7,0.05,0.15,0.25,0.15,757,349,2.17,53.46%,08/28/20
V,215.71,Call,217.50,09/04/20,7,2.08,2.22,2.35,2.33,1050,483,2.17,26.06%,08/28/20
NIO,18.5,Put,16.00,09/25/20,28,0.97,1.01,1.04,1.00,1133,523,2.17,106.28%,08/28/20
TSLA,2211.84,Put,2200.00,11/20/20,84,360.35,366.68,373.00,364.12,1190,548,2.17,89.59%,08/28/20
AMC,6.3,Put,6.00,09/11/20,14,0.42,0.49,0.56,0.48,545,252,2.16,129.43%,08/28/20
KODK,6.02,Call,5.00,09/04/20,7,1.10,1.28,1.45,1.17,866,401,2.16,165.95%,08/28/20
ACB,9.82,Call,11.00,09/04/20,7,0.10,0.11,0.12,0.10,1096,507,2.16,82.33%,08/28/20
LUV,38.81,Call,38.00,09/18/20,21,2.38,2.63,2.87,2.41,1112,516,2.16,53.38%,08/28/20
UAL,37.34,Put,36.00,09/18/20,21,2.00,2.04,2.07,2.01,1407,652,2.16,75.36%,08/28/20
ABBV,94.17,Call,97.00,09/18/20,21,0.84,1,1.16,0.87,601,279,2.15,21.24%,08/28/20
NVDA,525.91,Put,505.00,09/04/20,7,5.25,5.45,5.65,5.65,1308,609,2.15,48.05%,08/28/20
NVDA,525.91,Put,490.00,09/04/20,7,2.20,2.25,2.30,2.26,2501,1162,2.15,46.70%,08/28/20
SNAP,22.31,Put,22.00,09/04/20,7,0.54,0.55,0.56,0.51,2635,1224,2.15,53.62%,08/28/20
DAL,31.99,Call,32.00,09/04/20,7,1.01,1.04,1.06,1.04,3786,1761,2.15,58.88%,08/28/20
NFLX,523.89,Call,630.00,10/16/20,49,10.80,11.33,11.85,11.35,549,256,2.14,54.78%,08/28/20
FSLY,94.67,Call,97.00,09/04/20,7,4.00,4.1,4.20,4.10,577,269,2.14,97.73%,08/28/20
SBUX,85,Put,82.00,09/04/20,7,0.33,0.35,0.37,0.34,666,311,2.14,29.15%,08/28/20
PLAY,17.54,Put,15.00,09/04/20,7,0.20,0.25,0.30,0.25,948,442,2.14,120.10%,08/28/20
IBM,125.07,Call,125.00,09/04/20,7,1.60,1.72,1.83,1.63,1044,488,2.14,22.82%,08/28/20
PINS,35.34,Call,34.00,09/04/20,7,1.87,1.94,2.00,1.90,1456,679,2.14,57.21%,08/28/20
